
1001132798412054529,kvpapi_,1261
1001595947066056705,ZipsRISE,21
1002050887022362624,homejirodai,1243
100218076,shake_st,20827
1003843194,Crisis_Action,5790
1003869823980355584,hobby_joetsu,629
1004329527126867968,Shita_0813,3680
1004573524768374784,mahito_kimura,643
1004592341871575040,senamitsuki0709,9243
1004923683142602753,laciedrakeh,1337
1006479304304349184,VanGoghPrmry,448
1007155516580114432,sajounohanasana,2421
100733686,rizetan,75
1007348377439358976,sowndgood,50
1008097525138644992,King_of_birds1,2110
1008340362,anonimio,17718
1008546921168990208,candysqz,665
1009106599728812032,Yo_Pierre10,19129
1009421309875507200,vivi00two,3527
101002059,Frances_Coppola,54952
1010165784,gitssac2045,43910
1011776113989677056,ryokunblog,18103
1011985620565217280,silviamariaa__,16509
101247646,dani_da_rosa,368817
1013374866282573825,Manami__TANAKA,11532
101427857,ShowAyanocozey,389103
1014447565893505025,EnaeXkay,792
1014911438,TommasoCacciari,4658
101509258,jake_saldanha,47
1015845996,aashim90,5039
101668987,ujiqn,42744
1016746207,JukuBunken,903
1017242034636144640,DShadowgazer,42929
101858534,KingsOfLeon,592005
101878935,f_therrien,784
101898142,keekmusic,8763
1019107009109487618,kayab0x,4118
1019614085791481856,duazlipw,10081
1019803969,NCAA_SSI,14640
102023767,josprackland,664
1020795795912691712,jellyl0ve,331
1020989159023013888,_skymning,154
10228272,YouTube,72188304
10228272,YouTube,72188920
1022863572,MayorOfMKE,12632
1023933028702322689,Ygorsffc,416
1024155491293753344,hardokinawa,470
1024183259230429184,niseko_abroad,164
102434093,iRidhiDogra,110827
1024568385617547264,masaki9919,98
1024928874864336896,Nathanzaam,234
1024931,iamTonyJacobsen,1708
1025008272410075138,off_lab,144
10253262,MetroChicago,60271
1025438723838754821,poxaDudars,1887
1026393778330824705,liquor_off,635
1026544075,eksidestek,17254
1026544075,eksidestek,17256
102706790,GreatSageinMD,1576
1028449862092840960,BenjaminBlanc01,602
1029049446,JessieaKristina,797
1029069349,nashmaivette,64946
1029166067858505728,AmericanAuburn,15973
1029491701,claulopezbendez,14
1030421708581335043,Ellenxxy,8251
1030609177,freejamesfoley,3366
1030637374550757377,emilyjwangen,264
103111232,SherwoodStrauss,101661
1031267125,TabletSoft,12
1031475451850452992,hard_yonezawa,466
1031941231352283136,ra__mu000,961
1032165295945703426,OH_KAWASAKI,406
1034633823877820417,iobjournal,1045
103521177,morimori80s,143
103529625,enadora_japan,406
1035840927900684289,maakun1267,4029
1036959091761983490,inoyu177cm,760
1037102848327266304,gazzettinha,202
1037945716147011586,hbatsugi,607
1038102303113469955,ThabisoShandu3,180
1038170564593152000,KimayaAliece,258
1038429585061367808,sosoquintanaa,241
103854660,mariko78,133
1039119354,laurelizabethY,1353
103922748,miel3152,634
103982695,ShopRSApparel,42857
1040250794577149952,cacy_kasha,232
1042033426902253568,cloutboycook1,1439
1042282717,AneirinBrennos,66
104277809,UN_News_Centre,485695
1043143916340559874,THECITYNY,30382
104357751,HiRoMi_ig,180624
104387490,SXSproductions,1255
104446737,GaryTuchmanCNN,37966
104673373,abbsaguirre,1562
1047491904156254208,1156hougennoran,877
1047666169,anohana123,259
1050396264515493888,Congreso_ICV,170
105082141,EFEnoticias,1793398
105082141,EFEnoticias,1793419
105105300,ownlabelshow,58
1052420795308396544,HSF_NMcDowell,4
105273555,CCarmineDirects,307
1052964925910523909,HedayatBahare,14581
1053093684,GiuliaSarti86,31504
1054151922553212929,AAAAAGGHHHH,2059574
1057909113273741312,kinashinoshell,11317
1058498843774468096,MARVELDANVERSX,1820
1060420132411858946,GoPlayIndonesia,2814
1061253951750893568,fatmanur_jk,1642
106153675,cuervolopez,283865
1061622041441386497,ScotGovOutcomes,3654
1062588904413384705,michu219_stu48,33257
1062714290,feb21744,6736
1064392066505953280,kurara_job,374
1064441139305037825,IOM_IBM_HQ,687
1064768490794557440,tweetsdesflps,74783
1065229269989756928,Space_Jared,451
1065899470833967104,kotonimaruhan,2679
1067060218687881216,PoolfullM,485
106774268,FoxhillsSurrey,6351
1067943346549723136,thebratdolltay,377
106868442,tijnbresser,421
1068823819526135808,ququmaga,20081
1069404006,FuelingBruins,2166
10696832,nmillions,6489
1070353319539998727,an_dDreia,135
1071132185015578624,UF__5,1426
1073135216787476485,Do_kanene,66
1074544400,RealCarrotFacts,186912
1074577629360021504,sukiya_jp,331911
107518267,nicolestockdale,1036
1076328952237445120,sweetmak,30244
107659704,fattyNawa,4357
1076697309579112449,meHxis3i7iUfJya,285
1077052400995913728,butt_shani444,237
1077117475655868418,wE4bMNRPab4LLpJ,1
1081347357566939136,gabygoot,216
1081368395319103488,GvDKHinzZBVhXO2,5115
1081469490896859136,miyattisyokudou,7047
